"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Apr 22 10:38:06 CEST 2026","Wed Apr 22 10:38:32 CEST 2026","26328","","com.elvira.tests.EskizRezumePageTest","","com.elvira.tests.EskizRezumePageTest","shouldOpenResumeForm","shouldOpenResumeForm()","Verify that resume submission form is displayed after navigation"
